project_id,mp_constituency,state,work_category,units,unit_type,contractor_id,sanctioned_cost_inr,regional_baseline_cost_inr,recommended_date,sanction_date,start_date,completion_certified_date,fund_release_date,planned_duration_days,latitude,longitude,_ground_truth_is_anomalous,_ground_truth_anomaly_type
MPLAD-01357,Nagpur,Maharashtra,Drainage System,2.92,km,CTR-0056,3474929.2,3212000.0,2022-08-31,2022-09-15,2022-10-07,2023-07-07,2023-07-04,263,19.4783,72.8284,False,
MPLAD-01358,Madurai,Tamil Nadu,Drainage System,0.66,km,CTR-0073,735313.36,726000.0,2022-07-12,2022-08-24,2022-09-19,2022-12-16,2022-12-22,71,11.4598,77.9592,False,
MPLAD-01359,Cuttack,Odisha,Community Hall,2.22,unit,CTR-0096,5284378.57,5550000.0,2024-03-05,2024-03-29,2024-04-05,2025-01-10,2025-02-05,304,20.3694,85.8776,False,
MPLAD-01360,Nagpur,Maharashtra,School Building Repair,2.86,unit,CTR-0110,2889701.02,2574000.0,2022-05-31,2022-08-23,2022-09-21,2023-06-17,2023-07-12,227,18.8628,73.1783,False,
MPLAD-01361,Kota,Rajasthan,School Building Repair,2.24,unit,CTR-0069,1789385.3,2016000.0,2023-03-23,2023-05-01,2023-06-11,2024-02-08,2024-02-22,196,26.9811,76.2632,False,
MPLAD-01362,Nalgonda,Telangana,Community Hall,1.48,unit,CTR-0001,3653908.66,3700000.0,2022-11-18,2023-01-14,2023-02-08,2023-03-15,2023-03-18,250,17.5329,78.8284,True,ghost_project
MPLAD-01363,Varanasi,Uttar Pradesh,Drinking Water Supply,2.75,unit,CTR-0034,2986808.44,3300000.0,2023-06-06,2023-07-14,2023-08-25,2024-01-13,2024-01-19,153,26.9615,80.9727,False,
MPLAD-01364,Madurai,Tamil Nadu,Community Hall,1.27,unit,CTR-0057,3514100.92,3175000.0,2022-03-07,2022-06-03,2022-06-10,2022-12-28,2023-01-18,174,11.3389,77.6464,False,
MPLAD-01365,Madurai,Tamil Nadu,Drainage System,1.89,km,CTR-0139,2025364.63,2079000.0,2022-01-29,2022-03-04,2022-03-16,2022-09-04,2022-09-24,184,10.9441,78.3946,False,
MPLAD-01366,Varanasi,Uttar Pradesh,Road Construction,1.34,km,CTR-0174,1301401.88,1139000.0,2023-11-16,2024-02-11,2024-03-22,2024-09-08,2024-10-07,140,26.7511,81.2572,False,
MPLAD-01367,Secunderabad,Telangana,Road Construction,2.43,km,CTR-0152,1948810.53,2065500.0,2023-04-18,2023-06-02,2023-07-03,2024-03-18,2024-03-24,222,17.42,78.52,True,geo_clustering
MPLAD-01368,Patna Sahib,Bihar,Drinking Water Supply,0.97,unit,CTR-0134,1078737.41,1164000.0,2022-02-20,2022-03-23,2022-03-28,2022-06-23,2022-06-25,69,25.1908,84.9443,False,
MPLAD-01369,Madurai,Tamil Nadu,Drainage System,0.52,km,CTR-0141,518640.14,572000.0,2022-12-11,2023-01-07,2023-02-19,2023-04-27,2023-05-02,57,10.5675,78.5069,False,
MPLAD-01370,Kota,Rajasthan,Road Construction,2.77,km,CTR-0147,2511867.29,2354500.0,2022-07-13,2022-09-21,2022-10-02,2023-08-30,2023-09-26,275,26.8365,75.8355,False,
MPLAD-01371,Warangal,Telangana,Street Lighting,1.92,unit,CTR-0081,854604.0,864000.0,2022-12-09,2023-01-05,2023-02-03,2023-04-19,2023-04-16,67,17.6088,78.7504,False,
MPLAD-01372,Jaipur Rural,Rajasthan,Community Hall,2.41,unit,CTR-0137,6385350.81,6025000.0,2022-05-18,2022-08-11,2022-09-09,2023-12-29,2024-01-02,417,26.9085,75.8819,False,
MPLAD-01373,Kota,Rajasthan,Health Sub-Centre,1.33,unit,CTR-0071,4743824.29,4256000.0,2022-07-16,2022-10-04,2022-10-17,2023-07-11,2023-08-05,277,26.5625,75.354,False,
MPLAD-01374,Varanasi,Uttar Pradesh,Street Lighting,0.82,unit,CTR-0138,416226.97,369000.0,2022-10-05,2022-11-08,2022-11-16,2022-12-14,2022-12-26,28,26.5787,81.3874,False,
MPLAD-01375,Secunderabad,Telangana,Drainage System,2.37,km,CTR-0135,2267599.1,2607000.0,2024-01-08,2024-04-05,2024-05-18,2025-04-16,2025-04-11,282,17.5731,78.7357,False,
MPLAD-01376,Nalgonda,Telangana,Community Hall,1.02,unit,CTR-0163,2206291.37,2550000.0,2022-11-02,2022-12-15,2022-12-28,2023-06-17,2023-06-01,180,17.398,78.8505,True,payment_timing
MPLAD-01377,Patna Sahib,Bihar,Community Hall,0.98,unit,CTR-0184,7786358.87,2450000.0,2024-10-27,2024-11-22,2024-12-23,2025-06-11,2025-06-09,165,25.5072,84.9959,True,cost_inflation
MPLAD-01378,Patna Sahib,Bihar,Road Construction,2.48,km,CTR-0184,1937763.69,2108000.0,2024-07-24,2024-10-05,2024-11-01,2025-07-30,2025-07-31,256,25.7111,84.8242,False,
MPLAD-01379,Nalgonda,Telangana,Drainage System,0.9,km,CTR-0167,1019169.84,990000.0,2022-06-01,2022-08-15,2022-09-08,2022-12-13,2022-12-10,92,17.7606,78.1591,False,
MPLAD-01380,Kanpur,Uttar Pradesh,Street Lighting,2.46,unit,CTR-0071,1028515.02,1107000.0,2023-07-20,2023-08-12,2023-09-25,2023-12-22,2023-12-27,84,26.4508,80.4812,False,
MPLAD-01381,Jaipur Rural,Rajasthan,School Building Repair,1.75,unit,CTR-0004,1512106.7,1575000.0,2024-01-25,2024-04-02,2024-05-02,2024-09-29,2024-09-26,139,26.7832,76.0004,False,
MPLAD-01382,Nagpur,Maharashtra,Road Construction,2.51,km,CTR-0132,2045205.61,2133500.0,2023-08-11,2023-09-27,2023-10-21,2024-06-16,2024-07-09,206,19.5653,72.7915,False,
MPLAD-01383,Nagpur,Maharashtra,Drinking Water Supply,0.97,unit,CTR-0198,1067872.13,1164000.0,2022-01-18,2022-03-12,2022-04-24,2022-06-24,2022-07-18,59,18.7898,73.2465,False,
MPLAD-01384,Cuttack,Odisha,School Building Repair,0.79,unit,CTR-0214,667383.93,711000.0,2023-03-20,2023-05-26,2023-06-08,2023-08-16,2023-09-01,55,20.7408,85.8548,False,
MPLAD-01385,Secunderabad,Telangana,Drainage System,1.79,km,CTR-0058,1976819.75,1969000.0,2022-03-22,2022-06-13,2022-07-19,2023-04-11,2023-04-12,208,17.6399,78.9303,True,contractor_collusion
MPLAD-01386,Cuttack,Odisha,Drinking Water Supply,2.28,unit,CTR-0211,2865698.71,2736000.0,2024-02-18,2024-04-06,2024-04-25,2024-09-14,2024-09-30,145,20.605,86.1874,False,
MPLAD-01387,Jaipur Rural,Rajasthan,Drinking Water Supply,2.72,unit,CTR-0048,3427242.87,3264000.0,2023-04-29,2023-06-11,2023-07-01,2023-12-12,2023-12-19,164,27.3494,75.3347,False,
MPLAD-01388,Warangal,Telangana,Road Construction,2.62,km,CTR-0094,2246376.24,2227000.0,2024-02-05,2024-03-25,2024-04-22,2025-02-14,2025-03-05,240,17.8161,78.5637,False,
MPLAD-01389,Madurai,Tamil Nadu,Drinking Water Supply,1.5,unit,CTR-0117,1914537.43,1800000.0,2023-07-04,2023-08-30,2023-09-16,2023-12-29,2024-01-08,100,10.9366,78.1643,False,
MPLAD-01390,Gaya,Bihar,Drinking Water Supply,2.83,unit,CTR-0099,3492426.6,3396000.0,2022-05-11,2022-07-20,2022-08-07,2023-03-18,2023-03-21,177,25.1791,84.9433,False,
MPLAD-01391,Coimbatore,Tamil Nadu,Street Lighting,1.33,unit,CTR-0147,659326.47,598500.0,2023-09-20,2023-12-09,2023-12-19,2024-02-08,2024-02-14,42,11.2604,78.1959,False,
MPLAD-01392,Nagpur,Maharashtra,Drinking Water Supply,1.49,unit,CTR-0098,1972650.07,1788000.0,2023-05-06,2023-05-22,2023-06-25,2023-10-07,2023-10-19,84,18.7367,72.7679,False,
MPLAD-01393,Varanasi,Uttar Pradesh,Road Construction,1.46,km,CTR-0047,1402252.51,1241000.0,2023-06-27,2023-09-19,2023-10-31,2024-03-05,2024-03-10,129,27.241,81.2166,False,
MPLAD-01394,Cuttack,Odisha,Drinking Water Supply,1.03,unit,CTR-0080,1350797.17,1236000.0,2024-04-25,2024-06-07,2024-07-11,2024-09-11,2024-09-07,63,19.83,85.9456,False,
MPLAD-01395,Kota,Rajasthan,School Building Repair,1.39,unit,CTR-0211,1126029.68,1251000.0,2022-06-12,2022-08-13,2022-09-22,2023-01-31,2023-03-02,122,26.6809,75.4564,False,
MPLAD-01396,Varanasi,Uttar Pradesh,Drainage System,2.74,km,CTR-0190,2953369.39,3014000.0,2024-08-01,2024-09-18,2024-10-10,2025-11-11,2025-12-07,321,26.3486,80.8972,False,
MPLAD-01397,Bhubaneswar,Odisha,Community Hall,2.83,unit,CTR-0166,7450057.32,7075000.0,2024-04-21,2024-06-18,2024-07-02,2025-10-08,2025-10-31,469,20.2628,85.4321,False,
MPLAD-01398,Patna Sahib,Bihar,Drainage System,0.97,km,CTR-0105,1056766.59,1067000.0,2022-05-07,2022-05-27,2022-07-11,2022-08-05,2022-08-07,90,25.9137,85.5324,True,ghost_project
MPLAD-01399,Pune,Maharashtra,Drinking Water Supply,2.15,unit,CTR-0133,2228317.84,2580000.0,2022-11-08,2023-01-23,2023-02-08,2023-06-27,2023-06-26,117,18.9092,72.7198,False,
MPLAD-01400,Warangal,Telangana,Community Hall,1.25,unit,CTR-0155,6157101.19,3125000.0,2022-09-10,2022-10-22,2022-11-21,2023-07-09,2023-07-09,207,17.3944,78.1645,True,cost_inflation
MPLAD-01401,Nagpur,Maharashtra,School Building Repair,1.38,unit,CTR-0089,1113145.49,1242000.0,2022-12-27,2023-01-14,2023-02-26,2023-07-10,2023-08-05,116,19.3841,72.744,False,
MPLAD-01402,Patna Sahib,Bihar,Street Lighting,2.73,unit,CTR-0212,1287200.39,1228500.0,2023-04-26,2023-05-29,2023-06-13,2023-08-26,2023-09-18,78,25.3268,85.2159,False,
MPLAD-01403,Nagpur,Maharashtra,Street Lighting,0.5,unit,CTR-0045,215792.36,225000.0,2023-03-31,2023-05-30,2023-06-18,2023-07-02,2023-07-24,15,19.0268,72.9073,False,
MPLAD-01404,Gaya,Bihar,School Building Repair,2.77,unit,CTR-0024,2531312.73,2493000.0,2024-11-13,2024-12-21,2025-01-19,2025-09-20,2025-09-22,214,25.8645,85.4069,False,
MPLAD-01405,Gaya,Bihar,Community Hall,0.75,unit,CTR-0010,1870158.11,1875000.0,2022-07-24,2022-09-22,2022-11-01,2023-02-13,2023-03-15,106,25.7778,85.2321,False,
MPLAD-01406,Bhubaneswar,Odisha,Road Construction,2.17,km,CTR-0127,2033643.06,1844500.0,2023-06-21,2023-09-12,2023-10-03,2024-06-01,2024-06-26,200,20.0003,85.7426,False,
MPLAD-01407,Kanpur,Uttar Pradesh,Community Hall,2.96,unit,CTR-0056,8471086.99,7400000.0,2022-11-27,2023-02-15,2023-02-21,2024-06-17,2024-06-30,418,26.5538,80.554,False,
MPLAD-01408,Bhubaneswar,Odisha,Drainage System,1.92,km,CTR-0190,2249716.07,2112000.0,2023-01-13,2023-02-19,2023-03-18,2023-10-28,2023-11-16,211,19.983,86.1884,False,
MPLAD-01409,Kanpur,Uttar Pradesh,Drinking Water Supply,2.75,unit,CTR-0013,3044820.74,3300000.0,2024-09-07,2024-10-23,2024-11-01,2025-06-27,2025-06-29,192,26.8316,80.6716,False,
MPLAD-01410,Varanasi,Uttar Pradesh,School Building Repair,2.57,unit,CTR-0027,1970430.53,2313000.0,2023-04-15,2023-07-10,2023-08-03,2024-04-14,2024-05-14,211,26.624,80.4136,False,
MPLAD-01411,Madurai,Tamil Nadu,Community Hall,0.94,unit,CTR-0099,2463574.41,2350000.0,2023-08-11,2023-10-16,2023-11-04,2024-04-18,2024-05-13,148,11.1569,77.9861,False,
MPLAD-01412,Madurai,Tamil Nadu,Drinking Water Supply,0.61,unit,CTR-0122,692125.13,732000.0,2022-12-23,2023-01-15,2023-02-12,2023-03-19,2023-03-31,38,10.572,78.1662,False,
MPLAD-01413,Patna Sahib,Bihar,Drinking Water Supply,1.18,unit,CTR-0110,1445555.65,1416000.0,2024-02-09,2024-05-09,2024-05-27,2024-08-22,2024-09-14,77,25.6471,84.9578,False,
MPLAD-01414,Madurai,Tamil Nadu,School Building Repair,2.53,unit,CTR-0001,1947855.2,2277000.0,2022-11-21,2022-12-07,2022-12-16,2023-01-13,2023-01-14,179,10.5961,78.329,True,ghost_project
MPLAD-01415,Kanpur,Uttar Pradesh,Street Lighting,2.76,unit,CTR-0111,1286825.34,1242000.0,2024-07-18,2024-09-22,2024-09-29,2025-01-02,2025-01-30,85,26.7746,80.4742,False,
MPLAD-01416,Kanpur,Uttar Pradesh,School Building Repair,2.0,unit,CTR-0071,1946065.27,1800000.0,2024-03-08,2024-03-26,2024-04-29,2024-10-25,2024-11-22,140,26.8348,80.8752,True,contractor_collusion
MPLAD-01417,Pune,Maharashtra,Health Sub-Centre,2.85,unit,CTR-0054,9625989.81,9120000.0,2023-09-25,2023-11-04,2023-11-16,2025-09-30,2025-10-19,600,18.9288,72.5884,False,
MPLAD-01418,Coimbatore,Tamil Nadu,Drainage System,1.34,km,CTR-0164,1356009.92,1474000.0,2022-11-21,2022-12-21,2023-02-01,2023-05-28,2023-05-24,126,11.2746,78.0863,False,
MPLAD-01419,Nagpur,Maharashtra,Drinking Water Supply,1.64,unit,CTR-0164,2216948.55,1968000.0,2022-04-13,2022-04-28,2022-05-11,2022-08-27,2022-09-26,102,19.0643,72.7062,False,
MPLAD-01420,Gaya,Bihar,Health Sub-Centre,1.5,unit,CTR-0128,4904250.03,4800000.0,2023-09-26,2023-10-22,2023-11-22,2024-11-12,2024-12-01,291,25.9905,85.0266,False,
MPLAD-01421,Bhubaneswar,Odisha,Drinking Water Supply,0.58,unit,CTR-0085,676520.22,696000.0,2023-03-28,2023-06-11,2023-06-28,2023-07-29,2023-08-17,34,20.7751,85.865,False,
MPLAD-01422,Jaipur Rural,Rajasthan,School Building Repair,0.77,unit,CTR-0021,721064.37,693000.0,2022-10-09,2023-01-04,2023-02-02,2023-04-04,2023-04-12,62,26.4495,75.671,False,
MPLAD-01423,Secunderabad,Telangana,Road Construction,0.9,km,CTR-0029,687222.97,765000.0,2023-02-27,2023-05-07,2023-05-31,2023-08-20,2023-08-20,82,17.7533,78.6141,False,
MPLAD-01424,Bhubaneswar,Odisha,Street Lighting,2.6,unit,CTR-0144,1262471.19,1170000.0,2023-12-16,2024-02-05,2024-03-07,2024-06-12,2024-06-22,84,20.0985,85.6304,False,
MPLAD-01425,Coimbatore,Tamil Nadu,Drinking Water Supply,2.27,unit,CTR-0007,2957363.39,2724000.0,2023-09-18,2023-10-18,2023-11-17,2024-05-08,2024-05-18,154,11.253,77.8425,False,
MPLAD-01426,Nagpur,Maharashtra,Drinking Water Supply,1.21,unit,CTR-0116,1484635.12,1452000.0,2024-04-19,2024-06-06,2024-06-12,2024-08-28,2024-09-27,70,18.7713,72.6245,False,
MPLAD-01427,Gaya,Bihar,Street Lighting,2.01,unit,CTR-0033,898266.56,904500.0,2024-12-27,2025-03-18,2025-04-29,2025-07-25,2025-08-06,70,25.1998,84.7577,False,
MPLAD-01428,Nagpur,Maharashtra,Health Sub-Centre,0.82,unit,CTR-0115,2774569.28,2624000.0,2024-09-07,2024-09-27,2024-11-01,2025-03-22,2025-04-19,137,18.9477,72.6871,False,
MPLAD-01429,Patna Sahib,Bihar,School Building Repair,1.68,unit,CTR-0087,1550830.48,1512000.0,2022-09-15,2022-10-04,2022-10-24,2023-03-04,2023-03-18,145,25.3781,85.0328,False,
MPLAD-01430,Secunderabad,Telangana,Road Construction,1.92,km,CTR-0058,1790121.47,1632000.0,2023-12-30,2024-01-27,2024-02-09,2024-08-23,2024-08-31,162,17.6338,78.4615,False,
MPLAD-01431,Patna Sahib,Bihar,Health Sub-Centre,2.27,unit,CTR-0136,7027788.5,7264000.0,2023-11-22,2024-02-05,2024-02-10,2025-05-11,2025-06-02,407,26.0709,84.6789,False,
MPLAD-01432,Warangal,Telangana,Community Hall,1.4,unit,CTR-0164,3288261.87,3500000.0,2023-11-02,2024-01-06,2024-02-04,2024-08-24,2024-08-23,205,17.1228,78.542,False,
MPLAD-01433,Cuttack,Odisha,Drinking Water Supply,0.98,unit,CTR-0047,1143329.2,1176000.0,2022-10-05,2022-10-24,2022-11-13,2023-01-18,2023-02-11,68,20.0928,85.5651,False,
MPLAD-01434,Nalgonda,Telangana,Road Construction,1.08,km,CTR-0078,904439.92,918000.0,2024-10-30,2025-01-03,2025-02-11,2025-06-19,2025-06-16,104,17.4522,78.9016,False,
MPLAD-01435,Coimbatore,Tamil Nadu,Drinking Water Supply,1.92,unit,CTR-0037,2152336.74,2304000.0,2022-04-13,2022-05-17,2022-05-27,2022-10-23,2022-11-18,129,10.9382,77.886,False,
MPLAD-01436,Nalgonda,Telangana,Community Hall,1.02,unit,CTR-0078,2411180.77,2550000.0,2024-01-21,2024-02-11,2024-02-26,2024-07-13,2024-08-12,144,17.5095,78.2803,False,
MPLAD-01437,Jaipur Rural,Rajasthan,Community Hall,1.34,unit,CTR-0193,3724001.35,3350000.0,2022-11-23,2023-01-02,2023-01-19,2023-09-01,2023-09-05,236,26.92,75.82,True,geo_clustering
MPLAD-01438,Patna Sahib,Bihar,Community Hall,1.93,unit,CTR-0103,4257300.82,4825000.0,2022-01-21,2022-03-06,2022-03-12,2022-12-10,2022-12-21,277,25.5083,85.041,False,
MPLAD-01439,Pune,Maharashtra,Road Construction,2.46,km,CTR-0110,2006440.02,2091000.0,2024-06-15,2024-08-23,2024-09-06,2025-07-08,2025-07-25,252,19.3509,72.7152,False,
MPLAD-01440,Secunderabad,Telangana,Road Construction,1.43,km,CTR-0058,2648810.95,1215500.0,2022-12-21,2023-02-03,2023-03-17,2023-09-02,2023-09-13,151,17.7161,78.1706,True,cost_inflation
MPLAD-01441,Secunderabad,Telangana,Health Sub-Centre,1.85,unit,CTR-0058,13749909.42,5920000.0,2022-02-03,2022-03-01,2022-04-04,2023-07-15,2023-07-20,394,17.5619,78.1324,True,cost_inflation
MPLAD-01442,Bhubaneswar,Odisha,School Building Repair,1.53,unit,CTR-0185,1513870.55,1377000.0,2024-08-05,2024-09-02,2024-10-07,2025-02-28,2024-12-30,125,20.1211,85.5605,True,payment_timing
MPLAD-01443,Nagpur,Maharashtra,Health Sub-Centre,2.81,unit,CTR-0047,7778205.27,8992000.0,2023-04-11,2023-07-03,2023-08-05,2024-12-06,2024-12-31,509,19.2289,72.7395,False,
MPLAD-01444,Secunderabad,Telangana,Road Construction,2.0,km,CTR-0058,1854358.87,1700000.0,2023-12-04,2024-02-06,2024-03-07,2024-10-25,2024-11-07,193,17.6126,78.9149,True,contractor_collusion
MPLAD-01445,Jaipur Rural,Rajasthan,Community Hall,2.07,unit,CTR-0064,5099501.17,5175000.0,2022-06-06,2022-07-14,2022-07-25,2023-06-23,2023-06-23,350,27.3793,75.4192,False,
MPLAD-01446,Nalgonda,Telangana,Street Lighting,2.24,unit,CTR-0061,1153914.11,1008000.0,2022-04-13,2022-05-07,2022-06-10,2022-09-06,2022-10-02,71,17.1913,78.0361,False,
MPLAD-01447,Nagpur,Maharashtra,Community Hall,1.38,unit,CTR-0039,3540828.45,3450000.0,2023-05-31,2023-07-30,2023-08-15,2024-04-25,2024-04-27,223,19.12,72.92,True,geo_clustering
MPLAD-01448,Gaya,Bihar,School Building Repair,1.14,unit,CTR-0192,939912.04,1026000.0,2022-12-01,2022-12-18,2023-01-15,2023-05-04,2023-05-08,88,25.2443,84.9757,False,
MPLAD-01449,Pune,Maharashtra,Drinking Water Supply,1.15,unit,CTR-0208,1536935.01,1380000.0,2023-01-29,2023-03-09,2023-03-14,2023-06-04,2023-06-11,70,18.8024,72.6899,False,
MPLAD-01450,Nalgonda,Telangana,Health Sub-Centre,1.76,unit,CTR-0079,5663367.32,5632000.0,2023-11-09,2023-11-25,2023-12-17,2024-12-11,2024-12-16,332,16.9103,78.3742,False,
MPLAD-01451,Kota,Rajasthan,Health Sub-Centre,1.37,unit,CTR-0176,4531404.24,4384000.0,2023-01-24,2023-04-06,2023-05-12,2024-02-21,2024-02-27,285,26.7973,75.9347,False,
MPLAD-01452,Coimbatore,Tamil Nadu,Street Lighting,1.08,unit,CTR-0007,440071.04,486000.0,2024-08-29,2024-10-23,2024-11-07,2024-11-13,2024-11-17,37,11.0672,77.6175,True,ghost_project
MPLAD-01453,Secunderabad,Telangana,Road Construction,0.57,km,CTR-0035,465442.5,484500.0,2022-11-19,2022-12-23,2023-02-03,2023-03-31,2023-03-30,56,17.2226,78.8647,False,
MPLAD-01454,Kanpur,Uttar Pradesh,School Building Repair,1.98,unit,CTR-0071,1683529.16,1782000.0,2024-04-03,2024-05-17,2024-06-18,2024-11-26,2024-11-30,162,26.9458,80.5724,True,contractor_collusion
MPLAD-01455,Secunderabad,Telangana,Health Sub-Centre,1.44,unit,CTR-0058,4380214.35,4608000.0,2024-11-19,2024-12-07,2025-01-16,2025-10-05,2025-10-12,253,17.1048,78.107,False,
MPLAD-01456,Nalgonda,Telangana,Road Construction,1.93,km,CTR-0070,1813573.24,1640500.0,2022-11-18,2022-12-11,2022-12-21,2023-06-01,2023-06-05,167,16.9944,78.8288,False,
MPLAD-01457,Coimbatore,Tamil Nadu,Drinking Water Supply,2.16,unit,CTR-0007,7436464.28,2592000.0,2022-11-11,2023-01-20,2023-02-28,2023-07-30,2023-08-25,143,11.4914,77.898,True,cost_inflation
MPLAD-01458,Kota,Rajasthan,Road Construction,1.16,km,CTR-0084,997013.74,986000.0,2023-09-18,2023-10-20,2023-10-25,2024-01-29,2024-02-17,105,26.5777,76.2281,False,
MPLAD-01459,Jaipur Rural,Rajasthan,School Building Repair,1.81,unit,CTR-0164,1504162.54,1629000.0,2023-11-02,2024-01-05,2024-02-19,2024-07-10,2024-06-03,134,27.1489,76.0751,True,payment_timing
MPLAD-01460,Secunderabad,Telangana,Drainage System,2.15,km,CTR-0058,4797008.04,2365000.0,2024-06-12,2024-07-15,2024-07-31,2025-02-03,2025-02-09,202,16.9171,78.6902,True,cost_inflation
MPLAD-01461,Kota,Rajasthan,Drinking Water Supply,2.49,unit,CTR-0056,2640885.15,2988000.0,2024-11-12,2025-02-07,2025-02-19,2025-07-24,2025-08-16,166,26.5534,76.0604,False,
MPLAD-01462,Nagpur,Maharashtra,Street Lighting,1.94,unit,CTR-0072,880030.95,873000.0,2024-11-18,2024-12-28,2025-01-09,2025-03-25,2025-03-21,63,18.657,73.2752,False,
MPLAD-01463,Coimbatore,Tamil Nadu,Road Construction,2.27,km,CTR-0044,5179803.77,1929500.0,2023-02-07,2023-03-14,2023-04-22,2023-11-19,2023-12-18,204,10.896,78.473,True,cost_inflation
MPLAD-01464,Madurai,Tamil Nadu,Drinking Water Supply,1.18,unit,CTR-0046,1580098.51,1416000.0,2022-01-04,2022-03-05,2022-04-14,2022-07-18,2022-08-08,81,11.3425,78.2159,False,
MPLAD-01465,Madurai,Tamil Nadu,Street Lighting,0.66,unit,CTR-0157,292643.18,297000.0,2024-06-04,2024-07-09,2024-08-12,2024-09-05,2024-09-15,20,11.3578,77.7773,False,
MPLAD-01466,Cuttack,Odisha,Community Hall,2.02,unit,CTR-0129,4876327.26,5050000.0,2023-02-22,2023-04-05,2023-05-10,2024-05-09,2024-05-09,344,20.3057,85.935,False,
MPLAD-01467,Cuttack,Odisha,Street Lighting,2.38,unit,CTR-0208,1157096.72,1071000.0,2024-07-20,2024-08-17,2024-09-06,2024-11-16,2024-11-30,67,20.7651,85.4087,False,
MPLAD-01468,Secunderabad,Telangana,Community Hall,0.89,unit,CTR-0203,2492046.01,2225000.0,2022-11-09,2022-12-06,2023-01-14,2023-07-16,2023-07-25,148,17.2493,78.1868,False,
MPLAD-01469,Bhubaneswar,Odisha,Drainage System,1.82,km,CTR-0017,1897115.32,2002000.0,2022-02-10,2022-04-17,2022-05-22,2023-01-12,2023-01-13,215,20.4506,85.7225,False,
MPLAD-01470,Bhubaneswar,Odisha,Drinking Water Supply,0.92,unit,CTR-0149,1148647.11,1104000.0,2024-12-06,2025-01-02,2025-01-24,2025-03-28,2025-03-27,64,20.4212,85.7671,False,
MPLAD-01471,Warangal,Telangana,School Building Repair,2.24,unit,CTR-0129,1926697.22,2016000.0,2024-12-28,2025-02-12,2025-03-23,2025-10-22,2025-11-08,181,17.5607,78.1782,False,
MPLAD-01472,Bhubaneswar,Odisha,Drainage System,0.88,km,CTR-0188,936285.19,968000.0,2024-03-28,2024-06-19,2024-07-18,2024-11-01,2024-11-18,88,20.3747,85.3942,False,
MPLAD-01473,Varanasi,Uttar Pradesh,Community Hall,1.77,unit,CTR-0158,4511957.09,4425000.0,2023-12-05,2024-01-30,2024-02-18,2025-02-10,2025-03-04,314,26.9283,80.409,False,
MPLAD-01474,Cuttack,Odisha,Drinking Water Supply,1.95,unit,CTR-0035,2415696.5,2340000.0,2024-08-31,2024-10-03,2024-11-16,2025-03-23,2025-04-06,120,19.8629,85.7379,False,
MPLAD-01475,Nalgonda,Telangana,School Building Repair,0.51,unit,CTR-0144,497810.31,459000.0,2024-10-16,2024-12-02,2025-01-11,2025-02-20,2025-03-05,39,17.3056,78.0753,False,
MPLAD-01476,Nagpur,Maharashtra,Health Sub-Centre,1.76,unit,CTR-0206,5297913.66,5632000.0,2023-05-12,2023-07-02,2023-08-05,2024-07-27,2024-08-12,323,18.8063,73.1331,False,
MPLAD-01477,Warangal,Telangana,Street Lighting,2.44,unit,CTR-0075,1109102.16,1098000.0,2023-10-10,2023-10-26,2023-12-08,2024-02-14,2024-03-12,71,17.7062,78.8758,False,
MPLAD-01478,Warangal,Telangana,Community Hall,0.91,unit,CTR-0009,2028986.73,2275000.0,2024-03-23,2024-05-28,2024-06-20,2024-11-25,2024-11-23,141,16.9181,78.5444,False,
MPLAD-01479,Varanasi,Uttar Pradesh,Health Sub-Centre,1.8,unit,CTR-0092,6226857.98,5760000.0,2023-01-25,2023-02-14,2023-03-12,2024-01-24,2024-02-22,291,26.8511,81.0189,False,
MPLAD-01480,Bhubaneswar,Odisha,Drinking Water Supply,2.36,unit,CTR-0219,5941523.8,2832000.0,2023-04-30,2023-05-16,2023-05-30,2023-11-25,2023-12-18,141,20.5883,86.2152,True,cost_inflation
MPLAD-01481,Patna Sahib,Bihar,Drainage System,1.48,km,CTR-0185,1715338.21,1628000.0,2023-12-30,2024-02-09,2024-02-15,2024-08-06,2024-08-23,137,25.4874,84.6971,False,
MPLAD-01482,Kanpur,Uttar Pradesh,Street Lighting,2.16,unit,CTR-0139,1087824.29,972000.0,2024-07-08,2024-10-03,2024-10-11,2024-12-19,2025-01-13,63,27.214,81.3123,False,
MPLAD-01483,Jaipur Rural,Rajasthan,Street Lighting,1.54,unit,CTR-0042,722675.45,693000.0,2022-08-20,2022-09-30,2022-11-01,2022-12-14,2022-12-16,41,26.4476,75.5714,False,
MPLAD-01484,Secunderabad,Telangana,Drinking Water Supply,1.48,unit,CTR-0012,1655725.06,1776000.0,2024-05-14,2024-08-08,2024-09-07,2024-12-24,2025-01-11,88,17.0648,78.94,False,
MPLAD-01485,Madurai,Tamil Nadu,Health Sub-Centre,0.79,unit,CTR-0033,2839066.25,2528000.0,2024-06-12,2024-08-27,2024-09-09,2025-02-13,2025-03-07,153,11.2681,77.7842,False,
MPLAD-01486,Nagpur,Maharashtra,Road Construction,1.33,km,CTR-0003,1033996.51,1130500.0,2023-08-27,2023-11-06,2023-11-12,2024-03-20,2024-04-03,129,19.0804,72.7888,False,
MPLAD-01487,Madurai,Tamil Nadu,Drainage System,1.43,km,CTR-0084,1442206.94,1573000.0,2022-12-16,2023-01-12,2023-01-31,2023-07-13,2023-07-28,147,10.5061,78.4304,False,
